path/reftime,path/ref,path/kind,path/collection,path/key,value/stats/rmsAll,value/stats/eda,value/stats/rmsLimb,value/timestamp,value/RR_LA/y,value/RR_LA/tempSkin,value/RR_LA/id,value/RR_LA/timestamp,value/RR_LA/z,value/RR_LA/tempAmb,value/RR_LA/eda,value/RR_LA/x,value/RR_LA/rms,value/accel/x,value/accel/z,value/accel/y,value/accel/timestamp,value/accel/rms,value/battery,value/device_id,value/audio/peak,value/audio/filtered,value/audio/average,value/audio/timestamp,value/RR_RL/y,value/RR_RL/tempSkin,value/RR_RL/id,value/RR_RL/timestamp,value/RR_RL/z,value/RR_RL/tempAmb,value/RR_RL/eda,value/RR_RL/x,value/RR_RL/rms,value/RR_LL/y,value/RR_LL/tempSkin,value/RR_LL/id,value/RR_LL/timestamp,value/RR_LL/z,value/RR_LL/tempAmb,value/RR_LL/eda,value/RR_LL/x,value/RR_LL/rms,value/RR_RA/y,value/RR_RA/tempSkin,value/RR_RA/id,value/RR_RA/timestamp,value/RR_RA/z,value/RR_RA/tempAmb,value/RR_RA/eda,value/RR_RA/x,value/RR_RA/rms,reftime,value/location/velocity,value/location/distance,value/location/lon,value/location/timestamp,value/location/accuracy,value/location/lat,value/heartrate/hr,value/heartrate/id,value/heartrate/timestamp,value/heartrate/hrv1,value/heartrate/hrv2
1443223686163,647ebf64cf9f4e55,item,IP6_BEACON_20,1443223685264,0.5774912066430102,0.7428603689936024,0.5774912066430102,1443223685.264297,,,,,,,,,,,,,,,100,IP6_BEACON_20,,,,,-0.015625,13.43613,LWBAND-42E2,1443223685.256211,1,23,0.7428603689936024,-0.015625,0.5774912066430102,,,,,,,,,,,,,,,,,,,1443223686163,,,,,,,,,,,
1443223686165,10074e64e576ac2e,item,IP6_BEACON_20,1443223685364,0.5760691660913521,0.7411685600760841,0.5751481376926966,1443223685.364088,0,12.50656,LWBAND-39EC,1443223685.303666,0.984375,22,0.7448856153649045,-0.015625,0.5684007627399292,-0.00201416015625,-1.0040283203125,-0.016265869140625,1443223685.319977,0.5797532796859741,100,IP6_BEACON_20,115.2405548095703,-1.684959411621094,109.0501556396484,1443223685.355515,-0.015625,13.3587,LWBAND-42E2,1443223685.346023,1.015625,23,0.7440741931259449,0,0.586440756101302,0,12.58407,LWBAND-3D1E,1443223685.268239,1,22,0.7408461055201925,0,0.5773502691896257,-0.015625,10.48914,LWBAND-408D,1443223685.339622,0.984375,23,0.7348683262932947,0,0.5684007627399292,1443223686165,,,,,,,,,,,
1443223686170,30e8584c4c98309b,item,IP6_BEACON_20,1443223685365,0.5953924651018015,0.7408461055201925,0.5953924651018015,1443223685.364967,,,,,,,,,,,,,,,100,IP6_BEACON_20,,,,,,,,,,,,,,0,12.58407,LWBAND-3D1E,1443223685.358523,1.03125,22,0.7408461055201925,0,0.5953924651018015,,,,,,,,,,1443223686170,,,,,,,,,,,
1443223686186,b3675c0fbb1f4d6f,item,IP6_BEACON_20,1443223685464,0.5781664175061837,0.739071190183772,0.5775264087719403,1443223685.464087,0.03125,12.58407,LWBAND-39EC,1443223685.393414,1,22,0.7436691445722564,-0.015625,0.5777025483542547,-0.0047760009765625,-1.003509521484375,-0.0148468017578125,1443223685.437483,0.5794464349746704,100,IP6_BEACON_20,115.2405548095703,-1.582344055175781,106.940315246582,1443223685.455775,,,,,,,,,,,,,,,,,,,0,10.56681,LWBAND-408D,1443223685.429908,1,23,0.7344732357952876,0,0.5773502691896257,1443223686186,,,,,,,76,25,1443223685.443462,808,
1443223686189,270dbec8f275995e,item,IP6_BEACON_20,1443223685566,0.5867046098995848,0.7461232631968326,0.58878409627684,1443223685.566039,0.03125,12.35154,LWBAND-39EC,1443223685.513347,1,22,0.7493802625228936,-0.015625,0.5777025483542547,-0.004852294921875,-1.001678466796875,-0.014495849609375,1443223685.555019,0.578386664390564,100,IP6_BEACON_20,115.2405548095703,-1.485984802246094,106.1096343994141,1443223685.555924,-0.015625,12.81653,LWBAND-42E2,1443223685.470348,1.015625,23,0.7489694180807209,-0.015625,0.5865101368476081,0,11.73117,LWBAND-3D1E,1443223685.477278,1.046875,22,0.7456988092681414,0,0.6044135630578894,-0.015625,9.945186,LWBAND-408D,1443223685.549953,1.015625,23,0.7404445629155745,-0.015625,0.5865101368476081,1443223686189,,,,,,,,,,,
1443223686192,1d598bc077f6d573,item,IP6_BEACON_20,1443223685567,0.5954608028311631,0.7436691445722564,0.5954608028311631,1443223685.56748,,,,,,,,,,,,,,,100,IP6_BEACON_20,,,,,0,13.3587,LWBAND-42E2,1443223685.556521,1.03125,23,0.7436691445722564,-0.015625,0.5954608028311631,,,,,,,,,,,,,,,,,,,1443223686192,,,,,,,,,,,
1443223686193,bfd85b9ff85aa997,item,IP6_BEACON_20,1443223685664,0.5782535507025415,0.7410697960703543,0.5774207653778411,1443223685.66426,0.015625,12.58407,LWBAND-39EC,1443223685.607113,0.984375,22,0.7456988092681414,-0.015625,0.5684723452303257,-0.000762939453125,-1.007232666015625,-0.0142822265625,1443223685.672536,0.5815846920013428,100,IP6_BEACON_20,120.7530212402344,4.116973876953125,107.5845489501953,1443223685.655722,0,13.3587,LWBAND-42E2,1443223685.645926,1.03125,23,0.7424566405321928,-0.015625,0.5954608028311631,-0.015625,12.58407,LWBAND-3D1E,1443223685.573846,1,22,0.7416504986857954,0,0.577420742216338,0,10.56681,LWBAND-408D,1443223685.639865,0.984375,23,0.7344732357952876,0,0.5683291712335379,1443223686193,,,,,,,,,,,
1443223686199,3d9571521dd7f3b8,item,IP6_BEACON_20,1443223685665,0.6045481913172844,0.7404445629155745,0.6045481913172844,1443223685.665343,,,,,,,,,,,,,,,100,IP6_BEACON_20,,,,,,,,,,,,,,-0.015625,12.58407,LWBAND-3D1E,1443223685.658729,1.046875,22,0.7404445629155745,-0.015625,0.6045481913172844,,,,,,,,,,1443223686199,,,,,,,,,,,
1443223686201,969865972a4307c8,item,IP6_BEACON_20,1443223685764,0.578191255298936,0.7390763815117191,0.5775237005467468,1443223685.764083,0.03125,12.58407,LWBAND-39EC,1443223685.693404,1.015625,22,0.7440741931259449,-0.015625,0.5867182298599558,0.000457763671875,-1.003662109375,-0.0146484375,1443223685.790048,0.5795263648033142,100,IP6_BEACON_20,120.7530212402344,3.866256713867188,106.4895477294922,1443223685.755622,,,,,,,,,,,,,,,,,,,0,10.64448,LWBAND-408D,1443223685.730904,0.984375,23,0.7340785698974932,0,0.5683291712335379,1443223686201,,,,,,,,,,,
1443223686204,9a53a2b302456c4f,item,IP6_BEACON_20,1443223685865,0.5812544575233646,0.7460232116114408,0.5819651771211857,1443223685.86507,0.015625,12.35154,LWBAND-39EC,1443223685.813538,0.984375,22,0.7497915579468908,0,0.5684007627399292,0.00140380859375,-1.001724243164062,-0.015045166015625,1443223685.907534,0.5784115791320801,100,IP6_BEACON_20,120.7530212402344,3.630805969238281,109.2610321044922,1443223685.853076,0,12.81653,LWBAND-42E2,1443223685.768264,1.03125,23,0.7485590238790328,-0.015625,0.5954608028311631,0,11.73117,LWBAND-3D1E,1443223685.777312,1.015625,22,0.7456988092681414,-0.03125,0.5866488737240247,0,9.867455,LWBAND-408D,1443223685.8498,1,23,0.7400434553516982,0,0.5773502691896257,1443223686204,,,,,,,,,,,
1443223686205,cda95bb960860041,item,IP6_BEACON_20,1443223685866,0.586440756101302,0.7428603689936024,0.586440756101302,1443223685.865968,,,,,,,,,,,,,,,100,IP6_BEACON_20,,,,,-0.015625,13.3587,LWBAND-42E2,1443223685.85629,1.015625,23,0.7428603689936024,0,0.586440756101302,,,,,,,,,,,,,,,,,,,1443223686205,,,,,,,,,,,
1443223686208,9d061a1fbece1c58,item,IP6_BEACON_20,1443223685964,0.5865635916377616,0.740764718391844,0.5865635916377616,1443223685.964256,0.03125,12.58407,LWBAND-39EC,1443223685.903775,0.984375,22,0.7448856153649045,-0.015625,0.5686870386395901,,,,,,100,IP6_BEACON_20,120.7530212402344,3.409698486328125,109.5589752197266,1443223685.955444,-0.03125,13.3587,LWBAND-42E2,1443223685.94691,1.03125,23,0.7428603689936024,0,0.5956657689789915,-0.015625,12.58407,LWBAND-3D1E,1443223685.870479,1.03125,22,0.7404445629155745,0,0.5954608028311631,-0.015625,10.56681,LWBAND-408D,1443223685.939818,1.015625,23,0.7348683262932947,0,0.586440756101302,1443223686208,,,,,,,,,,,
1443223686210,6e67d5706559203f,item,IP6_BEACON_20,1443223685965,0.5954608028311631,0.7400434553516982,0.5954608028311631,1443223685.965221,,,,,,,,,,,,,,,100,IP6_BEACON_20,,,,,,,,,,,,,,0,12.66156,LWBAND-3D1E,1443223685.958257,1.03125,22,0.7400434553516982,-0.015625,0.5954608028311631,,,,,,,,,,1443223686210,,,,,,,,,,,
1443223687131,50ac86f99f03a44c,item,IP6_BEACON_20,1443223686074,0.5754159999322678,0.7429094239885451,0.5744629916127239,1443223686.073584,0.03125,12.58407,LWBAND-39EC,1443223685.993321,0.96875,22,0.7444796831494468,0,0.5595990007734706,-0.0003204345703125,-1.00146484375,-0.0165557861328125,1443223686.025069,0.5782750248908997,100,IP6_BEACON_20,120.7530212402344,3.202049255371094,107.5554504394531,1443223686.055805,-0.015625,12.81653,LWBAND-42E2,1443223686.071322,1.03125,23,0.7493802625228936,0,0.5954608028311631,,,,,,,,,,0,10.64448,LWBAND-408D,1443223686.03008,0.984375,23,0.7348683262932947,0,0.5683291712335379,1443223687131,0,0,-71.07504489838246,1443223686.042962,30,42.36778824128431,,,,,
1443223687134,51194af40d4b8d1e,item,IP6_BEACON_20,1443223686163,0.5831234107763709,0.744292061850671,0.5841857505777405,1443223686.163394,0.015625,12.35154,LWBAND-39EC,1443223686.11355,1.015625,22,0.7485590238790328,-0.015625,0.5865101368476081,0.0001220703125,-1.002532958984375,-0.0146026611328125,1443223686.142593,0.5788740515708923,100,IP6_BEACON_20,120.7530212402344,3.007049560546875,107.1160888671875,1443223686.158836,0,13.3587,LWBAND-42E2,1443223686.156053,1.015625,23,0.7428603689936024,-0.015625,0.586440756101302,0,11.73117,LWBAND-3D1E,1443223686.078374,1.015625,22,0.7461060724081021,0,0.5863713671457137,0,9.867455,LWBAND-408D,1443223686.149723,1,23,0.7396427821219463,0.015625,0.577420742216338,1443223687134,,,,,,,,,,,
1443223687139,0883ae21d22d7e0d,item,IP6_BEACON_20,1443223686264,0.5832479901120415,0.7406611821685763,0.5843063974138785,1443223686.264177,0.03125,12.66156,LWBAND-39EC,1443223686.203419,1.015625,22,0.7444796831494468,-0.015625,0.5867182298599558,0.0010986328125,-1.00274658203125,-0.0164642333984375,1443223686.260108,0.5790143609046936,100,IP6_BEACON_20,120.7530212402344,2.823921203613281,105.3925094604492,1443223686.255797,0,13.43613,LWBAND-42E2,1443223686.246999,1.03125,23,0.7424566405321928,0,0.5953924651018015,-0.03125,12.58407,LWBAND-3D1E,1443223686.170213,1.03125,22,0.7404445629155745,-0.015625,0.5957340753571737,0.015625,10.56681,LWBAND-408D,1443223686.240687,0.96875,23,0.735263842077091,0,0.5593808193365828,1443223687139,,,,,,,,,,,
1443223687140,c60816d64969ef7f,item,IP6_BEACON_20,1443223686266,0.5865101368476081,0.7404445629155745,0.5865101368476081,1443223686.265671,,,,,,,,,,,,,,,100,IP6_BEACON_20,,,,,,,,,,,,,,-0.015625,12.66156,LWBAND-3D1E,1443223686.25803,1.015625,22,0.7404445629155745,-0.015625,0.5865101368476081,,,,,,,,,,1443223687140,,,,,,,,,,,
1443223687143,3d132334b4f94061,item,IP6_BEACON_20,1443223686363,0.5810634050195556,0.7400747287209977,0.5819654395319731,1443223686.362815,0.015625,12.58407,LWBAND-39EC,1443223686.293609,1.015625,22,0.7448856153649045,-0.015625,0.5865101368476081,-0.001708984375,-1.003143310546875,-0.0180206298828125,1443223686.377617,0.5792593359947205,100,IP6_BEACON_20,120.7530212402344,2.651947021484375,109.6247711181641,1443223686.355771,,,,,,,,,,,,,,,,,,,-0.015625,10.56681,LWBAND-408D,1443223686.336821,1,23,0.735263842077091,0,0.577420742216338,1443223687143,,,,,,,,,,,
